,customer_unique_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_risk_score,churn_risk
41166,93eac6e21b2113a6da9ab2aaec1eefba,42,2,121.97,3,2,1,6,Medium
41188,9403bc2d1bc24edda854c1c389c14da1,156,2,81.99000000000001,2,2,1,5,High
41207,941254873ba3ece63e297277436e4c36,147,2,74.0,2,2,1,5,High
41221,941c336ba35bc4cbd3c5bda62cfaa767,62,2,394.9,3,2,3,8,Low
41251,94374f520fa9fe75d477ecf113cae041,27,2,169.98000000000002,3,2,2,7,Medium
41268,9448bf54ca4a047cb99b0dee1a9bfa25,85,2,85.99,3,2,1,6,Medium
41281,94522b20d09262256d0ef263adf3ff78,146,2,163.9,2,2,2,6,Medium
41317,9475b70c3d9add279a65672fca348944,165,2,273.76,2,2,3,7,Medium
41330,947c249c7f31f3eae2bd05454e1b2040,353,2,366.99,1,2,3,6,Medium
41336,947e93a9bb28256adebe49f78cff07ad,334,2,164.8,1,2,2,5,High
41371,94a19681bf6faa3c6ce3e2df1c2d97cb,218,3,147.69,1,3,2,6,Medium
41380,94ab38525c16d9d5ce977b3fe3405ab8,97,2,253.89000000000001,2,2,3,7,Medium
41384,94aea9aae532453c72b6afbfe0eaec10,102,2,418.02,2,2,3,7,Medium
41389,94b27f5cb0276a9d149375e24de840d2,248,2,152.32,1,2,2,5,High
41491,951008c1c9df3fe4fead603a9afdcb3b,80,2,238.98000000000002,3,2,2,7,Medium
41497,95160caf14611a705759de6bf13555b6,288,2,169.89000000000001,1,2,2,5,High
41522,952bdd2866ddfc528203799b6b7a24e1,11,2,233.9,3,2,2,7,Medium
41547,954456f376f79dfa36460750500f7dc6,10,2,399.87,3,2,3,8,Low
41645,95a3ac562ffc17755618fb67ce57ef9a,336,2,73.36,1,2,1,4,High
41695,95cfb39a7e263160308a934e42cfc4e0,162,2,99.89,2,2,1,5,High
41705,95d47153b9bc4d0fe3b9c714c4b19c3b,269,2,83.91,1,2,1,4,High
41728,95ec7fc6a1605502060075958c3f9852,230,2,119.8,1,2,1,4,High
41748,95fc0e6f6939f521e44a588ff18eacb9,96,2,309.9,2,2,3,7,Medium
41752,960118b2d734220509690e16787f955e,394,2,40.099999999999994,1,2,1,4,High
41791,9620e26af0dfec5a16a52cd2afa81717,266,2,239.98000000000002,1,2,2,5,High
41802,9627e55290c60f562fa06f399ec6b82f,46,2,220.2,3,2,2,7,Medium
41810,962c6b5225cdd53c41509bc38d3a8217,76,2,299.39,3,2,3,8,Low
41896,967eb85deeab5124df2165cdada917f3,145,2,142.98,2,2,2,6,Medium
41897,967ee07cb69460a7e1d42c7747142572,155,2,180.2,2,2,2,6,Medium
41918,968fe295f3c0ecbab2f617917cc4c46f,58,2,44.5,3,2,1,6,Medium
41936,969e62a47aec03c735127e6f11ad6564,301,2,368.97,1,2,3,6,Medium
42002,96d3a3257161c32fe93aea0e38b16515,95,2,174.39,2,2,2,6,Medium
42067,970e5961383615662043afa2d9c68802,316,2,208.99,1,2,2,5,High
42090,971e2252d557c5f6b2de810f6fcd52eb,293,2,410.0,1,2,3,6,Medium
42111,9735b1a02ad4d2b3747e9a74cad789a1,86,2,98.99,3,2,1,6,Medium
42124,974148f722b785f187ae13ec0040abcf,287,2,378.9,1,2,3,6,Medium
42165,976a39626eb2337ee3258d4ad73f1543,114,2,247.89,2,2,2,6,Medium
42174,9775c540f0a4db487f546de3cdc5eccd,106,2,209.8,2,2,2,6,Medium
42206,97981245c3257ea9b14befffd560177b,228,2,207.79,1,2,2,5,High
42248,97bc08e526795b17e1d4f642f77ae304,266,3,229.0,1,3,2,6,Medium
42254,97c0d90b4d37062c75b5f836ce3ab957,235,2,538.6800000000001,1,2,3,6,Medium
42300,97f0fce3f9d7aad1b12499a4e4b10d07,294,2,576.0,1,2,3,6,Medium
42360,982f532d3e8e8177c57361a39d1b1492,18,2,99.98,3,2,1,6,Medium
42366,9832ae2f7d3e5fa4c7a1a06e9551bc61,6,3,978.48,3,3,3,9,Low
42390,984503860d8d8dea530666eec07de95c,168,2,93.5,2,2,1,5,High
42394,9846c216ee14a40400f4aae954eaeb59,163,2,199.7,2,2,2,6,Medium
42449,98758d88bf4b8eef1372ddee45d63178,225,2,919.1,1,2,3,6,Medium
42461,987fadd385777d8f27edac709bc9fb61,158,2,413.0,2,2,3,7,Medium
42471,98883b9e1d9d9c46c298c69146db811a,78,2,87.8,3,2,1,6,Medium
42479,9895459a777c96d1f180c344fc5fdefe,423,2,54.099999999999994,1,2,1,4,High
42496,989ff17eed965d5e5949b4d9a6f6af67,128,2,154.0,2,2,2,6,Medium
42522,98b69c34f0422d2e025280b55531166e,253,2,175.1,1,2,2,5,High
42543,98d2fc070f4afbd02c5788eacc6949c5,362,2,497.0,1,2,3,6,Medium
42551,98d9a0f7e940e0750fbf72f9aaab1210,16,2,124.80000000000001,3,2,1,6,Medium
42559,98e3117841a2431959d17808f04bf23c,122,2,274.8,2,2,3,7,Medium
42611,9910e92c18776a14048773cef6592b91,278,2,241.34,1,2,2,5,High
42650,9935b7e2683de890a208026f020e54d3,113,2,247.9,2,2,2,6,Medium
42663,9947c0ed8bf41cd508a78da36abc1d41,187,3,149.5,2,3,2,7,Medium
42693,995facb032e4446a511762f5f842eb11,56,2,129.8,3,2,2,7,Medium
42694,995fe9426f030109b1614044edaf46d9,32,2,179.89000000000001,3,2,2,7,Medium
42713,996fdddf8cd5bbb99b221fcaf5ba1359,284,2,154.89000000000001,1,2,2,5,High
42765,999bf1d2709dc80fcf55a92805ecc34f,340,2,79.8,1,2,1,4,High
42788,99b026061fefe9ff09cdd0e745a9233e,217,2,319.8,1,2,3,6,Medium
42798,99b8ee09d642ffedf091951a7235faa0,75,2,41.9,3,2,1,6,Medium
42824,99d1962d736052c7b8793ba94126c377,157,2,146.9,2,2,2,6,Medium
42830,99d697dd68fad729283560abe0adae43,110,2,373.9,2,2,3,7,Medium
42837,99da196553d9b67b1c762a712a8caaf6,157,2,493.24,2,2,3,7,Medium
42915,9a2344afe2d1a43559906bd456567a9b,98,2,174.4,2,2,2,6,Medium
42971,9a57feadf40027e677c373d70108d57f,248,2,103.8,1,2,1,4,High
42997,9a6a921e2fdd2e6ba9c4fbdf24381248,83,2,111.49,3,2,1,6,Medium
43007,9a736b248f67d166d2fbb006bcb877c3,265,2,154.98000000000002,1,2,2,5,High
43086,9ab9e6724cc65e59593099f18081fd35,190,2,159.8,2,2,2,6,Medium
43089,9abba9caa203cd4344b8c918d6ade26e,68,2,378.99,3,2,3,8,Low
43126,9ae2dda41ec3dae4c5c780e251223272,47,2,48.8,3,2,1,6,Medium
43137,9af2c271654a36a48beefe342ba6208a,130,2,133.2,2,2,2,6,Medium
43144,9afb61455d41afffa3ea550d1cfd832c,354,2,49.98,1,2,1,4,High
43188,9b22d6fe1f74d6e1aefec789415ec847,43,2,80.97999999999999,3,2,1,6,Medium
43285,9b76c588a7a8d495bce4f71d2559d3ee,382,2,219.10000000000002,1,2,2,5,High
43296,9b8180cd4fe75a8acd576d0408ff8bf4,6,2,108.9,3,2,1,6,Medium
43360,9bb5ee90bbf9e5dec4a866a9d1117328,105,2,64.98,2,2,1,5,High
43368,9bc158770d28e135f48b0c3fb2c21d27,228,2,59.8,1,2,1,4,High
43432,9bff551dd73fdb455a7c2ceb6bed2d39,255,2,132.55,1,2,2,5,High
43433,9bff67cbd491a775eb1e262b778da4e6,104,2,299.0,2,2,3,7,Medium
43434,9bff77a776574edf41418ddd01bcbb4e,15,2,104.9,3,2,1,6,Medium
43498,9c3a23565ded3e71fc8979579e8f091c,110,2,53.98,2,2,1,5,High
43553,9c760a39c48113c1450dd5b65958d7fa,238,2,116.89,1,2,1,4,High
43598,9c9372efb0eaba42664210e312fe38c4,170,2,279.98,2,2,3,7,Medium
43650,9cc5a07f169a1606fd347a56683e6ea6,138,3,319.70000000000005,2,3,3,8,Low
43659,9ccfff93c79f3dd996cce15f26480c5b,88,2,119.8,3,2,1,6,Medium
43733,9d1773d6d4fb3faaf3173924d181952a,40,2,126.17999999999999,3,2,1,6,Medium
43744,9d2b062dc07734a1d7053478a7e83280,159,2,59.699999999999996,2,2,1,5,High
43748,9d31457a03125fc870787a251760315a,243,3,259.6,1,3,3,7,Medium
43775,9d4dad0a5382a8d234d0ad979dc594f2,397,2,174.45,1,2,2,5,High
43797,9d62781deeb1060adc0f47a86d4a2ef3,360,2,183.9,1,2,2,5,High
43830,9d8130e675ce6c1f24cd519444f7642b,292,2,198.8,1,2,2,5,High
43907,9dc44558922ff57d14d99f20d37f440f,316,2,125.8,1,2,1,4,High
43998,9e174aadbc877e3c42ca03babfd157f8,273,2,149.89,1,2,2,5,High
44049,9e527c9bc89a4228e5d8e136712ec63e,203,2,248.7,2,2,2,6,Medium
44160,9eaed62db4e25ad2ac2fcdec58a8e6cc,32,2,446.9,3,2,3,8,Low
44171,9eb77967122094a4eea4084933b47a1e,42,2,310.1,3,2,3,8,Low
44173,9eb7d30b5661dd9e5e2333954d84e02a,297,2,0.0,1,2,1,4,High
44333,9f37b1215df84eae065524290b66cba6,80,2,52.0,3,2,1,6,Medium
44370,9f5e91d56f3c3c192a0ee7fa88de7113,144,2,125.80000000000001,2,2,1,5,High
44383,9f6a13c93d886acbefe16ad39bbfb85c,103,2,206.8,2,2,2,6,Medium
44440,9fa0a504d42412f2bc9878d90541121d,46,2,54.93,3,2,1,6,Medium
44510,9fdf694ddd72ea586dc72ceb7a0d2d91,84,2,339.78,3,2,3,8,Low
44516,9fe8cb705d35cf54025160f9f01b7cc4,139,2,162.9,2,2,2,6,Medium
44534,9ff6787921b9aecefdb9c8212ebd8679,195,2,89.89,2,2,1,5,High
44560,a00a13ac36037d575bb016caf8f50d53,388,2,68.48,1,2,1,4,High
44590,a029899dd8534557a81c369475ff80c8,3,2,266.7,3,2,3,8,Low
44661,a06f383add4d40457f1909b67ce6b7fb,406,2,242.8,1,2,2,5,High
44716,a0abd26659c9914690cbd3320d39fd96,81,3,280.28999999999996,3,3,3,9,Low
44724,a0b4713c96aeb3aff3b23412e63d5f75,144,2,144.57,2,2,2,6,Medium
44753,a0d44d593fe455c0ec7ed8f4715190cb,27,2,179.8,3,2,2,7,Medium
44762,a0e0770d529c5da6dd71d5be8620aa3b,327,2,113.98,1,2,1,4,High
44782,a0ef77ac3d3662b055dc12b045da37ed,122,2,166.9,2,2,2,6,Medium
44784,a0f0a2082b269a9715ba874c94b592f3,157,2,403.40000000000003,2,2,3,7,Medium
44803,a1044dd75b74fbc485b040575a14acf0,131,2,1663.0,2,2,3,7,Medium
44819,a10fe3c477989c968aa284bd448b1d5b,366,2,279.88,1,2,3,6,Medium
44844,a124666e823bbd5fb77a72afc8c1360c,361,2,54.0,1,2,1,4,High
44850,a128eb4a87a5195a3a5dfbdc3426c834,328,2,34.99,1,2,1,4,High
44931,a176838867d89ed62981cdf02b7ca3e1,57,2,376.39,3,2,3,8,Low
44942,a1874c5550d2f0bc14cc122164603713,4,3,642.4,3,3,3,9,Low
44967,a1a374f4c131638dc698c76bebd11769,88,2,319.70000000000005,3,2,3,8,Low
44992,a1bb96820529725c3c79a77c69e7e792,326,2,52.9,1,2,1,4,High
44997,a1c1665f040ebd05f327c8e9dc1cdf4f,1,2,153.9,3,2,2,7,Medium
45062,a1f6aec75e41168caba548372f245c68,55,2,214.0,3,2,2,7,Medium
45134,a2370b590b2453d5a748d4c4c35f900b,168,2,45.8,2,2,1,5,High
45138,a239b8e2fbce33780f1f1912e2ee5275,437,4,399.70000000000005,1,3,3,7,Medium
45151,a24587c47d40ff560266576b543d16d8,97,2,154.79000000000002,2,2,2,6,Medium
45290,a2b7188b91416738f3f713f6e107f276,70,2,354.8,3,2,3,8,Low
45303,a2c15de05ef380b5a7eaf915898926db,150,2,179.8,2,2,2,6,Medium
45323,a2d8125361b16f316df65f4603b88e23,51,2,418.4,3,2,3,8,Low
45358,a3021c629bd1d99347a8e75a9ab035d8,173,3,199.59,2,3,2,7,Medium
45397,a327e19095ffb086d25f7ee477c9d3c6,456,2,139.8,1,2,2,5,High
45463,a368079a0bebc82daf9ee12fd8a6ccd1,69,2,184.89,3,2,2,7,Medium
45504,a38b86dce31f7c014a0c958b548f6a64,322,2,147.98000000000002,1,2,2,5,High
45568,a3c22bbd3ae5d6200ac82078b67eec2a,139,2,239.0,2,2,2,6,Medium
45576,a3cff19572a9d98802efdd6603792ce9,111,2,83.0,2,2,1,5,High
45587,a3dc27d87234f862d7e61a0148c77fa9,17,3,464.28000000000003,3,3,3,9,Low
45635,a40096fc0a3862e9e12bc55b5f8e6ab2,201,3,362.55,2,3,3,8,Low
45695,a43931660f8bbcc1c64db8ddf4b10dff,206,2,104.80000000000001,2,2,1,5,High
45710,a44636f3316d0114566918bd02ef58bd,190,2,95.1,2,2,1,5,High
45714,a44b31b99d33ba6c128b857d28842ea8,66,2,119.69,3,2,1,6,Medium
45780,a484d6a80277ccf24d9980cf34c47546,227,2,102.8,1,2,1,4,High
45782,a48616b0798c3f1d5cae097c18180be8,62,2,299.8,3,2,3,8,Low
45883,a4e71a98a7a1490fff07e7a65cf06be2,202,2,260.8,2,2,3,7,Medium
45884,a4e8a2fb3d4d783c8eec5bf1ea80d3c6,43,2,324.9,3,2,3,8,Low
45948,a518c60e2e7f3a2820b4ef5cf5107189,196,2,194.59,2,2,2,6,Medium
45989,a53b3da0cf3e158e78cad26c27a06d19,66,2,188.0,3,2,2,7,Medium
46004,a54a1749bd03dfe0d3642b7fbd888b47,41,2,99.9,3,2,1,6,Medium
46135,a5bdd83dc32225fadcedd741693cede2,270,2,75.0,1,2,1,4,High
46149,a5c62e7e896b7e6ed95d39714f51304a,300,2,60.79,1,2,1,4,High
46152,a5c806ebe5b25d0ab1e7f0da0e17d6bc,382,2,228.89,1,2,2,5,High
46153,a5c93e7b12545f61cbf92efa2d77f1f3,64,2,526.6,3,2,3,8,Low
46154,a5c9660af607788526f45b6774ac2594,282,2,242.9,1,2,2,5,High
46168,a5d3bfee5b23b430b95c4ae295e1028a,462,2,108.9,1,2,1,4,High
46333,a66315c850c3712707754c1eca7a8069,5,3,562.9000000000001,3,3,3,9,Low
46411,a69d31a5f6011df99d415808d6d640b9,66,2,89.98,3,2,1,6,Medium
46508,a6ea57f856565adf869941339028fa05,96,2,279.1,2,2,3,7,Medium
46570,a72a2d4e19868dba726c0e6f49198c7e,167,2,337.99,2,2,3,7,Medium
46592,a73c5464692d3bc09d64e3edefae9015,99,3,110.49,2,3,1,6,Medium
46611,a74e3f2f887f14862e34c61ed0e4c5d0,56,2,29.990000000000002,3,2,1,6,Medium
46645,a7657330b1c135f3acd420326e335b2c,174,4,569.48,2,3,3,8,Low
46670,a783997c6d6e57782d4d2dcbc5c9edaf,54,2,248.9,3,2,2,7,Medium
46687,a78c7a68877d33bacf81b01bc4a4d2f2,364,2,51.49,1,2,1,4,High
46703,a7986e0208cca640dd67c245525231b2,65,2,578.94,3,2,3,8,Low
46709,a79f018f214e99a7551fd6efea6e2c4d,187,2,260.0,2,2,3,7,Medium
46716,a7a6d8b62390ec8014d5a46ee36644c4,401,2,33.379999999999995,1,2,1,4,High
46734,a7bbfaf8a288c45dc38d4693535dd63f,447,2,94.80000000000001,1,2,1,4,High
46759,a7d9a3e447614288937ad2bba991676c,262,2,293.53000000000003,1,2,3,6,Medium
46796,a7f8b23aaf522616c6c7daa2a3753247,147,2,438.99,2,2,3,7,Medium
46847,a82d9e16794b2921f600796767322a9f,348,2,325.4,1,2,3,6,Medium
46854,a8333c0243253bb6d89193af79807384,75,2,214.8,3,2,2,7,Medium
46911,a865a3f8b39809ab1ba53cd0e8122999,103,2,130.0,2,2,2,6,Medium
47026,a8cb771f0d1d230407948d4ce2af5c3e,292,2,318.12,1,2,3,6,Medium
47034,a8d344109edd5d56bed40ebbc3119129,46,2,80.28999999999999,3,2,1,6,Medium
47047,a8df4001abe77cf8473902c2b7efe418,193,2,44.89,2,2,1,5,High
47140,a944a93bfa1d65b1523c45f9ccb01ec0,152,2,105.89,2,2,1,5,High
47204,a97d43b24d76819903192611aca17914,122,2,144.8,2,2,2,6,Medium
47211,a982bd0fec12d781fecd9f1e17cb81bf,64,2,516.89,3,2,3,8,Low
47319,a9e070f61d35aa13e420c8597b5ccb3d,92,3,105.6,2,3,1,6,Medium
47324,a9e4348b76f85861ada324e72dc92aca,18,2,309.89,3,2,3,8,Low
47396,aa2630ebac79aa0c7749370b705121bc,209,2,294.0,1,2,3,6,Medium
47431,aa3d117e569361959283b1e267bb785d,58,2,316.9,3,2,3,8,Low
47514,aa819ffd42a7a52ddfaee53f024fafdd,156,2,117.9,2,2,1,5,High
47557,aaad6d68de5490cba508e4203ddc87de,305,2,316.9,1,2,3,6,Medium
47562,aab0cf2b7b1d9c3fd242397d73ed044b,88,2,99.0,3,2,1,6,Medium
47642,aaf00c4cf40ae5b125c7f169dcce2fa3,82,2,94.9,3,2,1,6,Medium
47658,aaf97f99c731d8d84810ff16e6ded10d,235,2,299.79999999999995,1,2,3,6,Medium
47681,ab0f956f72812ae4636be4e15b58031e,307,2,90.45,1,2,1,4,High
47682,ab0faabf48c8c0108c13277d2b701f16,103,2,225.0,2,2,2,6,Medium
47707,ab243cd9e788d689cc822380f59616e1,88,3,714.9,3,3,3,9,Low
47717,ab2833d17fa6bccadb045eaf458e7e5e,156,2,55.699999999999996,2,2,1,5,High
47783,ab744045d2445f5bae53b57a4b99bfbf,134,3,223.0,2,3,2,7,Medium
47910,abfe742e782fb10f5c824fcb849e5cd1,255,3,119.87,1,3,1,5,High
47954,ac2606825161d003acfbe4f43af273b1,37,2,119.98,3,2,1,6,Medium
48031,ac64c33e439eba6713e1743e070ef50e,358,2,48.8,1,2,1,4,High
48080,ac95cdab584cac0e86ce97a5399ecf79,22,2,755.8,3,2,3,8,Low
48086,ac987d464574ee0f743f9b630f937a27,211,3,449.70000000000005,1,3,3,7,Medium
48110,acaf5177d6de60fda7ce77c48abb5230,18,3,625.7,3,3,3,9,Low
48137,acc374bd9024806a83121b1d2565db2f,50,2,184.0,3,2,2,7,Medium
48184,acea6bd29b8c1e3c6a8b266a8fb4475e,69,3,259.59000000000003,3,3,3,9,Low
48198,acf91aaa6f337456d3c506a5a494552c,3,2,135.79000000000002,3,2,2,7,Medium
48224,ad0ab3a7b55bde26410aff17192f6699,30,2,30.9,3,2,1,6,Medium
48273,ad42aaf1833e2a64136a9d9f823d77ab,137,2,179.98,2,2,2,6,Medium
48305,ad6347b3d1ee0be630742d96abcbd9bb,321,2,178.0,1,2,2,5,High
48324,ad7072317d373de9bdc9b4ed5b6c5a85,200,2,150.8,2,2,2,6,Medium
48443,addc1082e059523e5ef2e7486d1d8905,62,2,165.9,3,2,2,7,Medium
48451,ade4eefdf0232fa26f1988cb56edc58c,97,2,172.9,2,2,2,6,Medium
48520,ae207cf8119fd10e3b9ac24570089fad,239,2,249.7,1,2,2,5,High
48521,ae20947231d4d44dde1680a7ab14d90a,231,3,276.99,1,3,3,7,Medium
48562,ae44510fbe1ff7826298182f9f21aee9,40,2,286.8,3,2,3,8,Low
48575,ae52fa61f27bd494a25bc4c101fa29d0,328,2,94.98,1,2,1,4,High
48577,ae53a87a257f8e54795af6ff434e443b,228,2,804.63,1,2,3,6,Medium
48609,ae72fc322c436d955bae749b31ef4b97,17,2,86.89,3,2,1,6,Medium
48612,ae74c314b9c383e5d7bcd99d54ffbc71,327,3,303.16,1,3,3,7,Medium
48621,ae7b79796d47ab59f417a154efcdbb77,219,2,199.79000000000002,1,2,2,5,High
48630,ae8482b27b2119e2c3278f5ddf9c1024,77,2,143.8,3,2,2,7,Medium
48701,aebc1c715aad58419ecb2d919f449127,1,2,75.8,3,2,1,6,Medium
48719,aecd46028eea6a741edca67e93b326bb,58,2,79.98,3,2,1,6,Medium
48770,aef5b3dd086be507c3dd70e07aa6bb94,263,2,88.3,1,2,1,4,High
48785,af0450a3075f107a38cd7daadc98f990,24,2,83.77,3,2,1,6,Medium
48796,af0f26435fade1ca984d9affda307199,117,2,264.70000000000005,2,2,3,7,Medium
48880,af4fa1cf57ef7ad8c28fdb80f86258d0,60,2,378.9,3,2,3,8,Low
48882,af51e8dd1c30737ba2dd0ece8cfa294d,300,2,125.02,1,2,1,4,High
48919,af70cd6337ae27de089c616dad39bea0,225,2,79.0,1,2,1,4,High
48941,af842a6ed9f77511c9bf46922a29ecb5,12,2,104.0,3,2,1,6,Medium
49013,afc79cb8de7d350f1909eb6dcd0cb8dc,373,2,118.99,1,2,1,4,High
49031,afd7854781ccdc3222b69421f9c7c6ee,421,2,249.70000000000002,1,2,2,5,High
49054,afed5a21e94b4e3e5fbe6c7e4bc92f4c,6,2,334.36,3,2,3,8,Low
49146,b045295488236fa73d8d9c37dc4b03e7,229,2,1174.98,1,2,3,6,Medium
49188,b079e8a1977edd900b4522be9dec0245,95,2,290.0,2,2,3,7,Medium
49202,b088bc1ec6539752bf408ac1d9c694da,201,2,69.89,2,2,1,5,High
49207,b08b68bac767c3269e827f822d308182,71,2,97.44999999999999,3,2,1,6,Medium
49212,b08fab27d47a1eb6deda07bfd965ad43,223,4,404.79999999999995,1,3,3,7,Medium
49220,b09f1bff1aff13c997af071602bc048b,319,2,269.93,1,2,3,6,Medium
49237,b0ac5b393b78a6e8185fd3acb154748d,75,2,258.0,3,2,3,8,Low
49239,b0b057559c54c99e41a21c40c08f7780,329,2,200.99,1,2,2,5,High
49256,b0bc6de4a99007470bbdbbf5cc502ea9,471,2,54.8,1,2,1,4,High
49269,b0c5e02d315f15318e37d7aab7ebb289,176,2,79.49,2,2,1,5,High
49326,b0f47d39f0e55621071ec1e93ca6b74d,324,2,79.89,1,2,1,4,High
49358,b10ad793f6d2cc31b08a3b8366f3d251,401,2,42.89,1,2,1,4,High
49368,b1153ed93605e954b8710b36c8c5f5e8,6,2,181.0,3,2,2,7,Medium
49415,b1449986ee6516d3797d782b01c36e80,96,2,490.0,2,2,3,7,Medium
49425,b14ef688a7c1a52e7437298085d9d62b,11,2,353.98,3,2,3,8,Low
49436,b157d45094580a4a5a90af5331351c13,246,2,209.8,1,2,2,5,High
49490,b17ed96ffdf66518b4cf65e328298e7b,53,2,351.99,3,2,3,8,Low
49527,b197f4af65829575f2f333bd0e9fd204,198,2,169.8,2,2,2,6,Medium
49546,b1a8a0800eac99ec4d83d6ca350a690e,66,2,311.85,3,2,3,8,Low
49588,b1c936c1a71a46cf4b840a9851486d86,166,2,57.980000000000004,2,2,1,5,High
49725,b248c92ec54199bedb1d603e0e6f98c6,68,2,1442.6,3,2,3,8,Low
49735,b25a21b56a2d74da49e04cadbc9e0dd8,97,2,95.99000000000001,2,2,1,5,High
49748,b2664990a1ac9e250d98ff5c615c3276,251,2,104.37,1,2,1,4,High
49757,b26fa76ddf33e534491e4ec46f51bc64,259,2,209.6,1,2,2,5,High
49791,b29bd5c2f25523fa4754d058fd513707,161,2,114.80000000000001,2,2,1,5,High
49798,b2a35fdfe13998540dc5fdda95e35ceb,299,2,126.88999999999999,1,2,1,4,High
49827,b2bd387fdc3cf05931f0f897d607dc88,56,4,547.14,3,3,3,9,Low
49922,b316e256ce45161d3ab81f74834376e8,60,2,219.8,3,2,2,7,Medium
50016,b3806e7118d02476c96b3dd8578dd07f,369,2,149.8,1,2,2,5,High
50052,b39dde6dd619943190a8cc9aa6db38a4,69,4,681.5999999999999,3,3,3,9,Low
50062,b3a6549b3cd47a7117094faafce8b10d,29,3,150.9,3,3,2,8,Low
50108,b3ccfe9606744e8b2757954a125ea1a6,320,2,109.89000000000001,1,2,1,4,High
50137,b3dc8eaa25a1212037fae667340f20e5,80,2,58.9,3,2,1,6,Medium
50233,b440e4b2919c01d29cebadaf09ef7272,63,2,327.79999999999995,3,2,3,8,Low
50263,b46143871bd7f63bcbd5acd898b5e1ee,34,2,253.38,3,2,3,8,Low
50265,b463aa86422087e97281b2787590fb0d,88,2,490.99,3,2,3,8,Low
50288,b47715fad5cbc17bfb21e9ab646fdfb2,108,2,831.98,2,2,3,7,Medium
50329,b495d807ccbd38ea1be486a826c88008,49,2,389.99,3,2,3,8,Low
50354,b4afb55d2d38d9bbe0b83ec108c3e77e,189,2,350.63,2,2,3,7,Medium
50408,b4e4f24de1e8725b74e4a1f4975116ed,31,5,200.28,3,3,2,8,Low
50442,b50e2c316ac14c5ad88a269716fe3662,22,2,559.8,3,2,3,8,Low
50470,b525fc8cce07342fb00ab3b2667c8eb9,155,2,178.48000000000002,2,2,2,6,Medium
50478,b530945168f12f82a3f9be3a5e243afa,199,2,55.989999999999995,2,2,1,5,High
50550,b56c60ed244eed72ff5640a41bf254d5,160,2,121.85,2,2,1,5,High
50591,b593353aa4c093b71235ece9689ce7e4,133,2,229.8,2,2,2,6,Medium
50607,b59e4bb4efe81ba0f7d30cff6734f9a2,147,3,250.62,2,3,2,7,Medium
50628,b5b46581465f851df3529a30d2503f59,208,2,411.96000000000004,2,2,3,7,Medium
50705,b60c8404de6587cab091a3fd0079f14c,75,2,160.0,3,2,2,7,Medium
50713,b619178eb4f697c3283943612910230a,40,2,119.8,3,2,1,6,Medium
50722,b6216e2929abf9261e14d2e40f9a4d17,103,2,121.82000000000001,2,2,1,5,High
50729,b62777d3969196b3329205b4d8e1ba0a,263,2,54.98,1,2,1,4,High
50767,b64064e3ae051f50b6f1eb12552d30e4,82,2,75.4,3,2,1,6,Medium
50771,b643c19d91a65d73f94ba8e037668986,109,2,298.99,2,2,3,7,Medium
50783,b64ebaf3d11b7209fe566364cc359a51,287,3,169.88000000000002,1,3,2,6,Medium
50796,b6551acfa77dba27fb288e08dbe02f84,102,2,269.51,2,2,3,7,Medium
50858,b68a98377d20140feaa17eeb61687459,305,2,39.89,1,2,1,4,High
50874,b698379306c3fad0ab64d82a63a770a2,150,2,84.0,2,2,1,5,High
50899,b6aa5a87f6c08e2510324edca009810f,202,2,71.9,2,2,1,5,High
50920,b6bb8e4780df00a25fa34335d3dc1330,227,2,90.0,1,2,1,4,High
50924,b6c083700ca8c135ba9f0f132930d4e8,154,2,129.8,2,2,2,6,Medium
50995,b703d83e085a6a8b339dc548f4878ca8,150,2,112.0,2,2,1,5,High
51106,b7741f7ec50ab6bcd52ab08ea8f214d9,95,2,174.39,2,2,2,6,Medium
51172,b7b162291adff744d6f3c6450557ffee,281,2,166.85000000000002,1,2,2,5,High
51210,b7d4cab5dd11b238da97b01eaf657293,257,2,81.9,1,2,1,4,High
51219,b7d8524e14913b79fe082a5fc2efffd7,245,2,166.98,1,2,2,5,High
51252,b7f170888469e5332e43c92edd77793f,406,2,107.80000000000001,1,2,1,4,High
51317,b824f6981f2ee1c30533c4138572428c,278,2,186.8,1,2,2,5,High
51371,b854c56e1163bced9c3ebf1e4a6576f3,40,2,166.9,3,2,2,7,Medium
51441,b896655e2083a1d76b7b85df8fc86e40,106,3,309.5,2,3,3,8,Low
51472,b8b3c435a58aebd788a477bed8342910,249,4,501.97,1,3,3,7,Medium
51493,b8c5ccc844de0242c85efacf5b6a51da,68,2,225.0,3,3,2,8,Low
51510,b8d31a82b1bb71983bbc08e4751baeab,134,2,480.0,2,3,3,8,Low
51547,b8f77228f32fce5c13df55da21fad23b,81,2,258.0,3,3,3,9,Low
51550,b8f9ecc7915ce653a1d7ee6dbfe8f54d,263,2,93.98,1,3,1,5,High
51583,b918da4934c7eabcda6e45b4e18aba53,357,2,186.89000000000001,1,3,2,6,Medium
51644,b9544dcc09004b3b28e388ed130e50f1,47,2,399.8,3,3,3,9,Low
51757,b9badb100ff8ecc16a403111209e3a06,248,2,611.7,1,3,3,7,Medium
51826,b9fc2d4c90bdadc7052fabe8353084ed,133,2,113.98,2,3,1,6,Medium
51827,b9fd889214fcb1a45e4cd51f5af6cba3,28,2,207.74,3,3,2,8,Low
